@W: MO111 :"d:\practice\fic\component\work\fic\osc_0\fic_osc_0_osc.v":20:7:20:16|Tristate driver XTLOSC_O2F on net XTLOSC_O2F has its enable tied to GND (module FIC_OSC_0_OSC) 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_15 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_31 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_127 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_5 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_73 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_98 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_89 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_17 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_105 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_113 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_59 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_82 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_14 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_13 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_29 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_125 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_7 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_72 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_97 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_88 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_16 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_104 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_112 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_57 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_81 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_12 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_28 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_80 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_10 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_26 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT462 :"d:\practice\fic\hdl\reg16x8.v":28:8:28:9|Net reg_apb_wrp_0.reg16x8_0.un1_mem_0_5_122 appears to be an unidentified clock source. Assuming default frequency. 
@W: MT246 :"d:\practice\fic\component\work\fic\fccc_0\fic_fccc_0_fccc.v":20:36:20:43|Blackbox CCC is missing a user supplied timing model. This may have a negative effect on timing analysis and optimizations (Quality of Results) 
@W: MT420 |Found inferred clock FIC_FCCC_0_FCCC|GL1_net_inferred_clock with period 10.00ns. Please declare a user-defined clock on object "n:FCCC_0.GL1_net"
