pin,slack
CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][1]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][1]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][1]:CLK,3566
CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][1]:D,6829
CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][1]:EN,3510
CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][1]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][1]:Q,3566
CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][1]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][1]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_121_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_121_set:ALn,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_121_set:CLK,6048
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_121_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_121_set:EN,4733
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_121_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_121_set:Q,6048
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_121_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_121_set:SLn,
CoreAPB3_0/iPSELS[3]:A,3137
CoreAPB3_0/iPSELS[3]:B,3056
CoreAPB3_0/iPSELS[3]:C,2510
CoreAPB3_0/iPSELS[3]:D,1635
CoreAPB3_0/iPSELS[3]:Y,1635
CoreGPIO_0/xhdl1_GEN_BITS[23]_APB_32_edge_both[23]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[23]_APB_32_edge_both[23]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[23]_APB_32_edge_both[23]:CLK,6857
CoreGPIO_0/xhdl1_GEN_BITS[23]_APB_32_edge_both[23]:D,6312
CoreGPIO_0/xhdl1_GEN_BITS[23]_APB_32_edge_both[23]:EN,2171
CoreGPIO_0/xhdl1_GEN_BITS[23]_APB_32_edge_both[23]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[23]_APB_32_edge_both[23]:Q,6857
CoreGPIO_0/xhdl1_GEN_BITS[23]_APB_32_edge_both[23]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[23]_APB_32_edge_both[23]:SLn,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_87:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_87:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_87:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_87:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_87:IPB,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_268:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_268:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_268:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_268:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_268:IPB,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_10:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_10:B,3049
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_10:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_10:IPB,3049
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_INTR_reg_126_0[9]:A,7851
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_INTR_reg_126_0[9]:B,5562
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_INTR_reg_126_0[9]:C,6300
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_INTR_reg_126_0[9]:D,1933
CoreGPIO_0/xhdl1_GEN_BITS[9]_APB_32_INTR_reg_126_0[9]:Y,1933
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_30:B,6942
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_30:C,7230
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_30:IPB,6942
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_30:IPC,7230
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_5[4]:A,5910
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_5[4]:B,5867
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_5[4]:C,3863
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_5[4]:D,3676
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_5[4]:Y,3676
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/FF_30:EN,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/FF_30:IPENn,
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_1[4]:A,4682
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_1[4]:B,4639
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_1[4]:C,2654
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_1[4]:D,2448
reg_apb_wrp_0/reg16x8_0/temp_data_2_15_i_1[4]:Y,2448
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_246:A,6762
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_246:B,4768
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_246:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_246:Y,4768
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_238:A,6762
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_238:B,4768
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_238:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_238:Y,4768
MSS_RESET_N_F2M_ibuf_RNIBBDD/U0_RGB1:An,
MSS_RESET_N_F2M_ibuf_RNIBBDD/U0_RGB1:ENn,
MSS_RESET_N_F2M_ibuf_RNIBBDD/U0_RGB1:YL,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/FF_24:CLK,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/FF_24:IPCLKn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_34_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_34_set:ALn,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_34_set:CLK,4892
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_34_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_34_set:EN,4733
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_34_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_34_set:Q,4892
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_34_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_34_set:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_191_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_191_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_191_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_191_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_191_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_191_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_191_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_191_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_191_rs:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[3]_APB_32_edge_neg_51_iv_i_0[3]:A,7811
CoreGPIO_0/xhdl1_GEN_BITS[3]_APB_32_edge_neg_51_iv_i_0[3]:B,7765
CoreGPIO_0/xhdl1_GEN_BITS[3]_APB_32_edge_neg_51_iv_i_0[3]:C,5736
CoreGPIO_0/xhdl1_GEN_BITS[3]_APB_32_edge_neg_51_iv_i_0[3]:D,6595
CoreGPIO_0/xhdl1_GEN_BITS[3]_APB_32_edge_neg_51_iv_i_0[3]:Y,5736
GPIO_IN_ibuf[1]/U0/U_IOINFF:A,
GPIO_IN_ibuf[1]/U0/U_IOINFF:Y,
CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21]_RNI60H61[2]:A,2757
CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21]_RNI60H61[2]:B,2707
CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21]_RNI60H61[2]:C,649
CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21]_RNI60H61[2]:D,-11
CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21]_RNI60H61[2]:Y,-11
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_219_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_219_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_219_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_219_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_219_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_219_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_219_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_219_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_219_rs:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][3]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][3]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][3]:CLK,4864
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][3]:D,6783
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][3]:EN,3510
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][3]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][3]:Q,4864
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][3]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[14]_REG_GEN_CONFIG_reg[14][3]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_GPOUT_reg[27]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_GPOUT_reg[27]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_GPOUT_reg[27]:CLK,6945
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_GPOUT_reg[27]:D,7481
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_GPOUT_reg[27]:EN,3321
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_GPOUT_reg[27]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_GPOUT_reg[27]:Q,6945
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_GPOUT_reg[27]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_GPOUT_reg[27]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][6]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][6]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][6]:CLK,3836
CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][6]:D,6927
CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][6]:EN,3685
CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][6]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][6]:Q,3836
CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][6]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[12]_REG_GEN_CONFIG_reg[12][6]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_16_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_16_set:ALn,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_16_set:CLK,5025
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_16_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_16_set:EN,4752
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_16_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_16_set:Q,5025
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_16_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_16_set:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_192_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_192_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_192_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_192_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_192_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_192_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_192_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_192_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_192_rs:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17]_RNI4TVJ1[0]:A,2462
CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17]_RNI4TVJ1[0]:B,2419
CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17]_RNI4TVJ1[0]:C,361
CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17]_RNI4TVJ1[0]:D,-299
CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17]_RNI4TVJ1[0]:Y,-299
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_RNO[21]:A,6908
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_RNO[21]:B,6815
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_RNO[21]:C,5023
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_RNO[21]:D,4118
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_RNO[21]:Y,4118
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_99:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_99:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_99:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_99:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_99:IPB,
CoreGPIO_0/xhdl1_GEN_BITS[29]_APB_32_INTR_reg_386_0_o2_0_0[29]:A,5907
CoreGPIO_0/xhdl1_GEN_BITS[29]_APB_32_INTR_reg_386_0_o2_0_0[29]:B,5824
CoreGPIO_0/xhdl1_GEN_BITS[29]_APB_32_INTR_reg_386_0_o2_0_0[29]:C,5779
CoreGPIO_0/xhdl1_GEN_BITS[29]_APB_32_INTR_reg_386_0_o2_0_0[29]:D,5562
CoreGPIO_0/xhdl1_GEN_BITS[29]_APB_32_INTR_reg_386_0_o2_0_0[29]:Y,5562
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_214:A,6762
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_214:B,4768
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_214:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_214:Y,4768
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[8]:A,4302
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[8]:B,4129
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[8]:C,3022
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[8]:D,3372
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[8]:Y,3022
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_89_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_89_set:ALn,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_89_set:CLK,4813
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_89_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_89_set:EN,4752
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_89_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_89_set:Q,4813
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_89_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_89_set:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_INTR_reg_269_0_o2_0_0[20]:A,5907
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_INTR_reg_269_0_o2_0_0[20]:B,5824
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_INTR_reg_269_0_o2_0_0[20]:C,5779
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_INTR_reg_269_0_o2_0_0[20]:D,5562
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_INTR_reg_269_0_o2_0_0[20]:Y,5562
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_edge_both[13]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_edge_both[13]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_edge_both[13]:CLK,6857
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_edge_both[13]:D,6180
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_edge_both[13]:EN,2171
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_edge_both[13]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_edge_both[13]:Q,6857
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_edge_both[13]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_edge_both[13]:SLn,
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_6__2_i_a2[5]:A,3726
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_6__2_i_a2[5]:B,3818
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_6__2_i_a2[5]:C,3905
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_6__2_i_a2[5]:D,3816
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_6__2_i_a2[5]:Y,3726
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_71:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_71:B,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_71:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_71:Y,4774
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_13:B,6882
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_13:C,6932
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_13:IPB,6882
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_13:IPC,6932
CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_edge_neg[1]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_edge_neg[1]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_edge_neg[1]:CLK,4842
CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_edge_neg[1]:D,5817
CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_edge_neg[1]:EN,2171
CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_edge_neg[1]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_edge_neg[1]:Q,4842
CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_edge_neg[1]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[1]_APB_32_edge_neg[1]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][5]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][5]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][5]:CLK,3520
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][5]:D,6895
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][5]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][5]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][5]:Q,3520
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][5]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][5]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_75_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_75_set:ALn,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_75_set:CLK,4651
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_75_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_75_set:EN,4752
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_75_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_75_set:Q,4651
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_75_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_75_set:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][3]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][3]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][3]:CLK,3807
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][3]:D,6783
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][3]:EN,3348
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][3]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][3]:Q,3807
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][3]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][3]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_119_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_119_set:ALn,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_119_set:CLK,4935
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_119_set:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_119_set:EN,4752
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_119_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_119_set:Q,4935
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_119_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_119_set:SLn,
reg_apb_wrp_0/reg16x8_0/mem_10_[5]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_10_[5]:ALn,4768
reg_apb_wrp_0/reg16x8_0/mem_10_[5]:CLK,5960
reg_apb_wrp_0/reg16x8_0/mem_10_[5]:D,6895
reg_apb_wrp_0/reg16x8_0/mem_10_[5]:EN,4752
reg_apb_wrp_0/reg16x8_0/mem_10_[5]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_10_[5]:Q,5960
reg_apb_wrp_0/reg16x8_0/mem_10_[5]:SD,
reg_apb_wrp_0/reg16x8_0/mem_10_[5]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_114:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_114:B,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_114:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_114:Y,4774
CoreAPB3_0/CoreAPB3_m2_6_am:A,1245
CoreAPB3_0/CoreAPB3_m2_6_am:B,3913
CoreAPB3_0/CoreAPB3_m2_6_am:C,-101
CoreAPB3_0/CoreAPB3_m2_6_am:D,950
CoreAPB3_0/CoreAPB3_m2_6_am:Y,-101
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2]2_0_a4_0_a2:A,5824
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2]2_0_a4_0_a2:B,5909
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2]2_0_a4_0_a2:C,3510
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2]2_0_a4_0_a2:D,4066
CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2]2_0_a4_0_a2:Y,3510
CoreGPIO_0/edge_both_2_sqmuxa_22_i_0_0:A,2171
CoreGPIO_0/edge_both_2_sqmuxa_22_i_0_0:B,7664
CoreGPIO_0/edge_both_2_sqmuxa_22_i_0_0:C,6650
CoreGPIO_0/edge_both_2_sqmuxa_22_i_0_0:Y,2171
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_edge_both[8]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_edge_both[8]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_edge_both[8]:CLK,6857
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_edge_both[8]:D,6325
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_edge_both[8]:EN,2171
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_edge_both[8]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_edge_both[8]:Q,6857
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_edge_both[8]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_edge_both[8]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_edge_both[17]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_edge_both[17]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[17]_APB_32_edge_both[17]:CLK,6857
