Debug File version: Ver 1.0
Creator: Designer
Creator version: v11.5 SP3
Creator build: 11.5.3.10
External die name: M2S010
Package: 484 FBGA
Design Name: FIC
Probe A IO: available for probe A
Probe B IO: not available for probing
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[11]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[12] Type=5 ADDR=0x80512 (WADDR=0x8 BADDR=0x0 PRBR=0x5 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[12]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[13] Type=5 ADDR=0x78512 (WADDR=0x7 BADDR=0x2 PRBR=0x5 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[13]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[14] Type=5 ADDR=0x70512 (WADDR=0x7 BADDR=0x0 PRBR=0x5 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[14]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[15] Type=5 ADDR=0x68512 (WADDR=0x6 BADDR=0x2 PRBR=0x5 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[15]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[16] Type=5 ADDR=0x60512 (WADDR=0x6 BADDR=0x0 PRBR=0x5 CLOFFSET=0x12)
ProbePoint: Name=:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[17] Type=5 ADDR=0x58512 (WADDR=0x5 BADDR=0x2 PRBR=0x5 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[1]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[1] Type=5 ADDR=0x90412 (WADDR=0x9 BADDR=0x0 PRBR=0x4 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[2]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[2] Type=5 ADDR=0x88412 (WADDR=0x8 BADDR=0x2 PRBR=0x4 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[3]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[3] Type=5 ADDR=0x80412 (WADDR=0x8 BADDR=0x0 PRBR=0x4 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[4]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[4] Type=5 ADDR=0x78412 (WADDR=0x7 BADDR=0x2 PRBR=0x4 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[5]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[5] Type=5 ADDR=0x70412 (WADDR=0x7 BADDR=0x0 PRBR=0x4 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[6]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[6] Type=5 ADDR=0x68412 (WADDR=0x6 BADDR=0x2 PRBR=0x4 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[7]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[7] Type=5 ADDR=0x60412 (WADDR=0x6 BADDR=0x0 PRBR=0x4 CLOFFSET=0x12)
ProbePoint: Name=:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[8] Type=5 ADDR=0x58412 (WADDR=0x5 BADDR=0x2 PRBR=0x4 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[8]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:A_DOUT[9] Type=5 ADDR=0x98512 (WADDR=0x9 BADDR=0x2 PRBR=0x5 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[16]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[0] Type=5 ADDR=0x98612 (WADDR=0x9 BADDR=0x2 PRBR=0x6 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[25]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[10] Type=5 ADDR=0x90712 (WADDR=0x9 BADDR=0x0 PRBR=0x7 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[26]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[11] Type=5 ADDR=0x88712 (WADDR=0x8 BADDR=0x2 PRBR=0x7 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[27]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[12] Type=5 ADDR=0x80712 (WADDR=0x8 BADDR=0x0 PRBR=0x7 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[28]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[13] Type=5 ADDR=0x78712 (WADDR=0x7 BADDR=0x2 PRBR=0x7 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[29]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[14] Type=5 ADDR=0x70712 (WADDR=0x7 BADDR=0x0 PRBR=0x7 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[30]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[15] Type=5 ADDR=0x68712 (WADDR=0x6 BADDR=0x2 PRBR=0x7 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[31]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[16] Type=5 ADDR=0x60712 (WADDR=0x6 BADDR=0x0 PRBR=0x7 CLOFFSET=0x12)
ProbePoint: Name=:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[17] Type=5 ADDR=0x58712 (WADDR=0x5 BADDR=0x2 PRBR=0x7 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[17]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[1] Type=5 ADDR=0x90612 (WADDR=0x9 BADDR=0x0 PRBR=0x6 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[18]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[2] Type=5 ADDR=0x88612 (WADDR=0x8 BADDR=0x2 PRBR=0x6 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[19]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[3] Type=5 ADDR=0x80612 (WADDR=0x8 BADDR=0x0 PRBR=0x6 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[20]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[4] Type=5 ADDR=0x78612 (WADDR=0x7 BADDR=0x2 PRBR=0x6 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[21]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[5] Type=5 ADDR=0x70612 (WADDR=0x7 BADDR=0x0 PRBR=0x6 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[22]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[6] Type=5 ADDR=0x68612 (WADDR=0x6 BADDR=0x2 PRBR=0x6 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[23]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[7] Type=5 ADDR=0x60612 (WADDR=0x6 BADDR=0x0 PRBR=0x6 CLOFFSET=0x12)
ProbePoint: Name=:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[8] Type=5 ADDR=0x58612 (WADDR=0x5 BADDR=0x2 PRBR=0x6 CLOFFSET=0x12)
ProbePoint: Name=COREAPBLSRAM_0.lsram_width32_PRDATA[24]:COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/INST_RAM1K18_IP:B_DOUT[9] Type=5 ADDR=0x98712 (WADDR=0x9 BADDR=0x2 PRBR=0x7 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[24].APB_32.INTR_reg[24]:CoreGPIO_0/xhdl1_GEN_BITS[24]_APB_32_INTR_reg[24]:Q Type=0 ADDR=0xB8211 (WADDR=0xB BADDR=0x2 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[3].REG_GEN.CONFIG_reg[3][1]:CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][1]:Q Type=0 ADDR=0x80015 (WADDR=0x8 BADDR=0x0 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_15_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_15_[5]:Q Type=0 ADDR=0x1E8213 (WADDR=0x1E BADDR=0x2 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_97_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_97_set:Q Type=0 ADDR=0x10810C (WADDR=0x10 BADDR=0x2 PRBR=0x1 CLOFFSET=0xC)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[18].APB_32.INTR_reg[18]:CoreGPIO_0/xhdl1_GEN_BITS[18]_APB_32_INTR_reg[18]:Q Type=0 ADDR=0xC8012 (WADDR=0xC BADDR=0x2 PRBR=0x0 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[18][3]:CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][3]:Q Type=0 ADDR=0xC8110 (WADDR=0xC BADDR=0x2 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/temp_data[5]:reg_apb_wrp_0/reg16x8_0/temp_data[5]:Q Type=0 ADDR=0x17830F (WADDR=0x17 BADDR=0x2 PRBR=0x3 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_15_rs[4]:reg_apb_wrp_0/reg16x8_0/mem_15_[4]:Q Type=0 ADDR=0x1E0311 (WADDR=0x1E BADDR=0x0 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_88_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_88_set:Q Type=0 ADDR=0x168214 (WADDR=0x16 BADDR=0x2 PRBR=0x2 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[2][2]:CoreGPIO_0/xhdl1_GEN_BITS[2]_REG_GEN_CONFIG_reg[2][2]:Q Type=0 ADDR=0xA0216 (WADDR=0xA BADDR=0x0 PRBR=0x2 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_124_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_124_set:Q Type=0 ADDR=0x160315 (WADDR=0x16 BADDR=0x0 PRBR=0x3 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/edge_both[2]:CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_32_edge_both[2]:Q Type=0 ADDR=0xD0110 (WADDR=0xD BADDR=0x0 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[17][1]:CoreGPIO_0/xhdl1_GEN_BITS[17]_REG_GEN_CONFIG_reg[17][1]:Q Type=0 ADDR=0xA0017 (WADDR=0xA BADDR=0x0 PRBR=0x0 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[20][3]:CoreGPIO_0/xhdl1_GEN_BITS[20]_REG_GEN_CONFIG_reg[20][3]:Q Type=0 ADDR=0x80016 (WADDR=0x8 BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/INTR_reg[3]:CoreGPIO_0/xhdl1_GEN_BITS[3]_APB_32_INTR_reg[3]:Q Type=0 ADDR=0xA0313 (WADDR=0xA BADDR=0x0 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_10_rs[0]:reg_apb_wrp_0/reg16x8_0/mem_10_[0]:Q Type=0 ADDR=0xF810C (WADDR=0xF BADDR=0x2 PRBR=0x1 CLOFFSET=0xC)
ProbePoint: Name=CoreGPIO_0/edge_neg[4]:CoreGPIO_0/xhdl1_GEN_BITS[4]_APB_32_edge_neg[4]:Q Type=0 ADDR=0x68317 (WADDR=0x6 BADDR=0x2 PRBR=0x3 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_195_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_195_rs:Q Type=0 ADDR=0x16830B (WADDR=0x16 BADDR=0x2 PRBR=0x3 CLOFFSET=0xB)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_69_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_69_set:Q Type=0 ADDR=0x19800A (WADDR=0x19 BADDR=0x2 PRBR=0x0 CLOFFSET=0xA)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[11][7]:CoreGPIO_0/xhdl1_GEN_BITS[11]_REG_GEN_CONFIG_reg[11][7]:Q Type=0 ADDR=0xA0314 (WADDR=0xA BADDR=0x0 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[19].APB_32.GPOUT_reg[19]:CoreGPIO_0/xhdl1_GEN_BITS[19]_APB_32_GPOUT_reg[19]:Q Type=0 ADDR=0xC0011 (WADDR=0xC BADDR=0x0 PRBR=0x0 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[29][4]:CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][4]:Q Type=0 ADDR=0xB8215 (WADDR=0xB BADDR=0x2 PRBR=0x2 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[4][7]:CoreGPIO_0/xhdl1_GEN_BITS[4]_REG_GEN_CONFIG_reg[4][7]:Q Type=0 ADDR=0x58316 (WADDR=0x5 BADDR=0x2 PRBR=0x3 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/temp_data[1]:reg_apb_wrp_0/reg16x8_0/temp_data[1]:Q Type=0 ADDR=0x18010F (WADDR=0x18 BADDR=0x0 PRBR=0x1 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[27][0]:CoreGPIO_0/xhdl1_GEN_BITS[27]_REG_GEN_CONFIG_reg[27][0]:Q Type=0 ADDR=0x78115 (WADDR=0x7 BADDR=0x2 PRBR=0x1 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[21][3]:CoreGPIO_0/xhdl1_GEN_BITS[21]_REG_GEN_CONFIG_reg[21][3]:Q Type=0 ADDR=0xE0115 (WADDR=0xE BADDR=0x0 PRBR=0x1 CLOFFSET=0x15)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_5_rs[6]:reg_apb_wrp_0/reg16x8_0/mem_5_[6]:Q Type=0 ADDR=0x1E8108 (WADDR=0x1E BADDR=0x2 PRBR=0x1 CLOFFSET=0x8)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[30].APB_32.GPOUT_reg[30]:CoreGPIO_0/xhdl1_GEN_BITS[30]_APB_32_GPOUT_reg[30]:Q Type=0 ADDR=0x70211 (WADDR=0x7 BADDR=0x0 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=CoreGPIO_0.xhdl1.GEN_BITS[2].APB_32.INTR_reg[2]:CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_32_INTR_reg[2]:Q Type=0 ADDR=0xB8314 (WADDR=0xB BADDR=0x2 PRBR=0x3 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[11][6]:CoreGPIO_0/xhdl1_GEN_BITS[11]_REG_GEN_CONFIG_reg[11][6]:Q Type=0 ADDR=0xA0114 (WADDR=0xA BADDR=0x0 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/edge_pos[3]:CoreGPIO_0/xhdl1_GEN_BITS[3]_APB_32_edge_pos[3]:Q Type=0 ADDR=0xB010F (WADDR=0xB BADDR=0x0 PRBR=0x1 CLOFFSET=0xF)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_8_rs[1]:reg_apb_wrp_0/reg16x8_0/mem_8_[1]:Q Type=0 ADDR=0x20810E (WADDR=0x20 BADDR=0x2 PRBR=0x1 CLOFFSET=0xE)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[9][5]:CoreGPIO_0/xhdl1_GEN_BITS[9]_REG_GEN_CONFIG_reg[9][5]:Q Type=0 ADDR=0xD0114 (WADDR=0xD BADDR=0x0 PRBR=0x1 CLOFFSET=0x14)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_1_rs[3]:reg_apb_wrp_0/reg16x8_0/mem_1_[3]:Q Type=0 ADDR=0x188019 (WADDR=0x18 BADDR=0x2 PRBR=0x0 CLOFFSET=0x19)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_2_rs[5]:reg_apb_wrp_0/reg16x8_0/mem_2_[5]:Q Type=0 ADDR=0x230217 (WADDR=0x23 BADDR=0x0 PRBR=0x2 CLOFFSET=0x17)
ProbePoint: Name=CoreGPIO_0/edge_neg[25]:CoreGPIO_0/xhdl1_GEN_BITS[25]_APB_32_edge_both[25]:Q Type=0 ADDR=0xE0013 (WADDR=0xE BADDR=0x0 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_116_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_116_set:Q Type=0 ADDR=0x168217 (WADDR=0x16 BADDR=0x2 PRBR=0x2 CLOFFSET=0x17)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_102_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_102_set:Q Type=0 ADDR=0x14000F (WADDR=0x14 BADDR=0x0 PRBR=0x0 CLOFFSET=0xF)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[7][4]:CoreGPIO_0/xhdl1_GEN_BITS[7]_REG_GEN_CONFIG_reg[7][4]:Q Type=0 ADDR=0x38215 (WADDR=0x3 BADDR=0x2 PRBR=0x2 CLOFFSET=0x15)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[27]:COREAPBLSRAM_0/PRDATA_reg[27]:Q Type=0 ADDR=0x70013 (WADDR=0x7 BADDR=0x0 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/rd_enable:reg_apb_wrp_0/rd_enable:Q Type=0 ADDR=0x90013 (WADDR=0x9 BADDR=0x0 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_72_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_72_set:Q Type=0 ADDR=0x198015 (WADDR=0x19 BADDR=0x2 PRBR=0x0 CLOFFSET=0x15)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[26]:COREAPBLSRAM_0/PRDATA_reg[26]:Q Type=0 ADDR=0x98311 (WADDR=0x9 BADDR=0x2 PRBR=0x3 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_100_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_100_set:Q Type=0 ADDR=0x18000D (WADDR=0x18 BADDR=0x0 PRBR=0x0 CLOFFSET=0xD)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_90_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_90_set:Q Type=0 ADDR=0x110112 (WADDR=0x11 BADDR=0x0 PRBR=0x1 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[29][6]:CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][6]:Q Type=0 ADDR=0xC0215 (WADDR=0xC BADDR=0x0 PRBR=0x2 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[0][3]:CoreGPIO_0/xhdl1_GEN_BITS[0]_REG_GEN_CONFIG_reg[0][3]:Q Type=0 ADDR=0x50110 (WADDR=0x5 BADDR=0x0 PRBR=0x1 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/mem_2_rs[7]:reg_apb_wrp_0/reg16x8_0/mem_2_[7]:Q Type=0 ADDR=0x1D0016 (WADDR=0x1D BADDR=0x0 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_42_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_42_set:Q Type=0 ADDR=0x1A0308 (WADDR=0x1A BADDR=0x0 PRBR=0x3 CLOFFSET=0x8)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[11][1]:CoreGPIO_0/xhdl1_GEN_BITS[11]_REG_GEN_CONFIG_reg[11][1]:Q Type=0 ADDR=0x80315 (WADDR=0x8 BADDR=0x0 PRBR=0x3 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[26][1]:CoreGPIO_0/xhdl1_GEN_BITS[26]_REG_GEN_CONFIG_reg[26][1]:Q Type=0 ADDR=0x98016 (WADDR=0x9 BADDR=0x2 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/edge_both[5]:CoreGPIO_0/xhdl1_GEN_BITS[5]_APB_32_edge_both[5]:Q Type=0 ADDR=0xF8014 (WADDR=0xF BADDR=0x2 PRBR=0x0 CLOFFSET=0x14)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[31][3]:CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][3]:Q Type=0 ADDR=0x30313 (WADDR=0x3 BADDR=0x0 PRBR=0x3 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[26][7]:CoreGPIO_0/xhdl1_GEN_BITS[26]_REG_GEN_CONFIG_reg[26][7]:Q Type=0 ADDR=0xA0210 (WADDR=0xA BADDR=0x0 PRBR=0x2 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_93_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_93_set:Q Type=0 ADDR=0x108012 (WADDR=0x10 BADDR=0x2 PRBR=0x0 CLOFFSET=0x12)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[10][0]:CoreGPIO_0/xhdl1_GEN_BITS[10]_REG_GEN_CONFIG_reg[10][0]:Q Type=0 ADDR=0xA8016 (WADDR=0xA BADDR=0x2 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[29][1]:CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][1]:Q Type=0 ADDR=0x98018 (WADDR=0x9 BADDR=0x2 PRBR=0x0 CLOFFSET=0x18)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_57_set:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_57_set:Q Type=0 ADDR=0x1D8213 (WADDR=0x1D BADDR=0x2 PRBR=0x2 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[29][3]:CoreGPIO_0/xhdl1_GEN_BITS[29]_REG_GEN_CONFIG_reg[29][3]:Q Type=0 ADDR=0xE0315 (WADDR=0xE BADDR=0x0 PRBR=0x3 CLOFFSET=0x15)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[31][6]:CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][6]:Q Type=0 ADDR=0x38013 (WADDR=0x3 BADDR=0x2 PRBR=0x0 CLOFFSET=0x13)
ProbePoint: Name=CoreGPIO_0/edge_neg[20]:CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_edge_both[20]:Q Type=0 ADDR=0x78016 (WADDR=0x7 BADDR=0x2 PRBR=0x0 CLOFFSET=0x16)
ProbePoint: Name=CoreGPIO_0/CONFIG_reg[24][7]:CoreGPIO_0/xhdl1_GEN_BITS[24]_REG_GEN_CONFIG_reg[24][7]:Q Type=0 ADDR=0x40210 (WADDR=0x4 BADDR=0x0 PRBR=0x2 CLOFFSET=0x10)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_156_rs:reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_156_rs:Q Type=0 ADDR=0x170211 (WADDR=0x17 BADDR=0x0 PRBR=0x2 CLOFFSET=0x11)
ProbePoint: Name=reg_apb_wrp_0/reg16x8_0/temp_data[2]:reg_apb_wrp_0/reg16x8_0/temp_data[2]:Q Type=0 ADDR=0x1B010E (WADDR=0x1B BADDR=0x0 PRBR=0x1 CLOFFSET=0xE)
ProbePoint: Name=COREAPBLSRAM_0.PRDATA_reg[11]:COREAPBLSRAM_0/PRDATA_reg[11]:Q Type=0 ADDR=0x90111 (WADDR=0x9 BADDR=0x0 PRBR=0x1 CLOFFSET=0x11)
